# Phase 1P compact 54 MHz setup-path diagnostic
# corner	slack_ns	classification	launch_clock	source_node	latch_clock	destination_node
Slow 1100mV 100C Model	2.701	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[2][2]
Slow 1100mV 100C Model	2.719	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_b_core_probe:b_controller|sideband_value[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|exec_mvy[2]~4_OTERM11268
Slow 1100mV 100C Model	2.735	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[32][0]
Slow 1100mV -40C Model	0.444	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[6]_OTERM15
Slow 1100mV -40C Model	0.445	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8373
Slow 1100mV -40C Model	0.445	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8365
Slow 1100mV -40C Model	0.445	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[5]_OTERM18
Slow 1100mV -40C Model	0.445	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM7
Slow 1100mV -40C Model	0.449	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[3]_OTERM24
Slow 1100mV -40C Model	0.451	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[2]_OTERM27
Slow 1100mV -40C Model	0.451	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[4]_OTERM21
Slow 1100mV -40C Model	0.818	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8371
Slow 1100mV -40C Model	0.818	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8367
Slow 1100mV -40C Model	0.819	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM5
Slow 1100mV -40C Model	0.819	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM11
Slow 1100mV -40C Model	0.819	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM1
Slow 1100mV -40C Model	0.823	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8369
Slow 1100mV -40C Model	0.825	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM3
Slow 1100mV -40C Model	1.062	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~32_OTERM11286
Slow 1100mV -40C Model	1.066	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_raw[19]~2_OTERM11238
Slow 1100mV -40C Model	1.183	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~42_OTERM11242
Slow 1100mV -40C Model	1.195	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~47_OTERM11248
Slow 1100mV -40C Model	1.237	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|exec_mvy[5]~1_OTERM11274	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~38_OTERM11252
Slow 1100mV -40C Model	1.327	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~49_OTERM11246
Slow 1100mV -40C Model	1.375	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~44_OTERM11240
Slow 1100mV -40C Model	1.514	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~40_OTERM11250
Slow 1100mV -40C Model	1.581	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10578
Slow 1100mV -40C Model	1.734	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10568
Slow 1100mV -40C Model	1.760	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_b_core_probe:b_controller|sideband_value[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_reference_read_probe_base:base_probe|mpeg2_h262_p_explicit_reference_probe:explicit_probe|error
Slow 1100mV -40C Model	1.850	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|Mux14~15_OTERM10524	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~36_OTERM11244
Slow 1100mV -40C Model	1.941	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM110_OTERM10369
Slow 1100mV -40C Model	1.988	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10566
Slow 1100mV -40C Model	1.994	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10574
Slow 1100mV -40C Model	2.014	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~29_OTERM11216	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~20_OTERM10624
Slow 1100mV -40C Model	2.043	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10562
Slow 1100mV -40C Model	2.093	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|Add2~5_OTERM11228
Slow 1100mV -40C Model	2.097	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[0]_OTERM33_OTERM11614_OTERM11624
Slow 1100mV -40C Model	2.149	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|exec_mvy[1]~4_OTERM11232
Slow 1100mV -40C Model	2.177	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[1]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~22_OTERM10618
Slow 1100mV -40C Model	2.192	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	sysmem_lite:sysmem|sysmem_HPS_fpga_interfaces:fpga_interfaces|f2sdram~FF_836
Slow 1100mV -40C Model	2.222	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10576
Slow 1100mV -40C Model	2.231	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10564
Slow 1100mV -40C Model	2.268	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[41][10]
Slow 1100mV -40C Model	2.269	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|Mux2~20_OTERM10598	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|iq_coeff[37][10]
Slow 1100mV -40C Model	2.301	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM104_OTERM10361
Slow 1100mV -40C Model	2.305	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[1]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|shared_addr_reg~21_OTERM10620
Slow 1100mV -40C Model	2.310	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|exec_mvy[2]~5_OTERM11230
