# Phase 1P compact 54 MHz setup-path diagnostic
# corner	slack_ns	classification	launch_clock	source_node	latch_clock	destination_node
Fast 1100mV -40C Model	11.400	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM9_OTERM8365
Fast 1100mV -40C Model	11.400	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[5]_OTERM18
Fast 1100mV -40C Model	11.400	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[7]_OTERM7
Fast 1100mV -40C Model	11.400	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[6]_OTERM15
Fast 1100mV -40C Model	11.401	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[3]_OTERM24
Fast 1100mV -40C Model	11.401	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[2]_OTERM27
Fast 1100mV -40C Model	11.401	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[0]~64_OTERM10542	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|out_reg[4]_OTERM21
Fast 1100mV -40C Model	11.404	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	sysmem_lite:sysmem|sysmem_HPS_fpga_interfaces:fpga_interfaces|f2sdram~FF_840
Fast 1100mV -40C Model	11.405	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[7]~33_OTERM11214
Fast 1100mV -40C Model	11.405	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_ddram_store:mpeg2_h262_ddram_store|store_error
Fast 1100mV -40C Model	11.406	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[7]~33_OTERM11214DUPLICATE
Fast 1100mV -40C Model	11.408	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|sample_nonzero
Fast 1100mV -40C Model	11.409	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|mpeg2_h262_idct:p_residual_idct|product7_r[3]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|mpeg2_h262_idct:p_residual_idct|temp[62][20]
Fast 1100mV -40C Model	11.412	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|mpeg2_h262_idct:p_residual_idct|product7_r[3]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_residual_probe:residual_probe|mpeg2_h262_p_non_intra_transform:transform|mpeg2_h262_idct:p_residual_idct|temp[61][20]
Fast 1100mV -40C Model	11.419	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM106_OTERM10365_OTERM10574
Fast 1100mV -40C Model	11.420	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_two_picture_probe:mpeg2_h262_two_picture_probe|mpeg2_h262_p_diagnostic_controller:p_controller|mpeg2_h262_p_aligned_motion_syntax_probe:general_probe|aligned_seen	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_b_bidirectional_raster_engine:b_probe|selected_luma_mvx[4]~127_OTERM11208
Fast 1100mV -40C Model	11.429	54->54	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|mbi[2]	emu|pll|pll_inst|altera_pll_i|general[2].gpll~PLL_OUTPUT_COUNTER|divclk	emu:emu|mpeg2_h262_reference_read_probe:mpeg2_h262_reference_read_probe|mpeg2_h262_p_motion_residual_raster_engine:mixed_probe|out_reg[7]_OTERM108_OTERM10325_OTERM10562
